summoner_name,rank_tier,lp,win_rate,region
Misanthiel#MIAOU,grandmaster,1,,euw
TwitchTv Tsigas#LIVE,grandmaster,1,,euw
WHITE MONSTER#M69,grandmaster,1,,euw
luisito comunica#pillo,grandmaster,1,,euw
Klöppi#765,grandmaster,1,3%,euw
tumay1x198#EUW,grandmaster,1,,euw
Expedition 28#WHITE,grandmaster,1,,euw
LeChase#EUW,grandmaster,1,,euw
WhOMp wHOmP#CHOMP,grandmaster,1,,euw
Clyde#Swain,grandmaster,1,,euw
PmK#Smile,grandmaster,1,,euw
afkdoks#3101,grandmaster,1,,euw
TTV GoblinEUW#Jeff,grandmaster,1,,euw
whitearmor#0001,grandmaster,1,,euw
Zherathor#feo,grandmaster,1,,euw
lastaccfinalv123#frfr9,grandmaster,1,,euw
Eitva#EUW,grandmaster,1,,euw
KalistaK#025,grandmaster,1,,euw
kero ü nehar#EUW,grandmaster,1,20%,euw
Peto#bald,grandmaster,1,,euw
예산 한국인#SP4,grandmaster,1,98%,euw
Reve#0001,grandmaster,1,,euw
weasel#azim,grandmaster,500,,euw
BACKSHOT LANDER#TWINK,grandmaster,500,45%,euw
191Fiora#5678,grandmaster,500,43%,euw
Monster SSS YT#111,grandmaster,111,43%,euw
StrØngest mental#EUW,grandmaster,500,45%,euw
ｇｏｈｉｔｒｏｙｐｉｙｏｇｕｐｉ#ｖｓｍｃｆ,grandmaster,500,45%,euw
Mondfinsternis#cold,grandmaster,500,29%,euw
STB#EUW,grandmaster,500,43%,euw
deadliest weapon#EUW,grandmaster,500,43%,euw
mayd#zzz,grandmaster,500,45%,euw
Oscure#PLAY,grandmaster,500,34%,euw
RS7#vroom,grandmaster,500,34%,euw
Shenoxyr#EUW,grandmaster,500,33%,euw
Tears of blοod#EUW,grandmaster,500,48%,euw
Kos Subin#Beiu,grandmaster,500,47%,euw
Rhobalas#2309,grandmaster,500,45%,euw
Aitlade#Roxas,grandmaster,500,43%,euw
Green#EUW01,grandmaster,500,45%,euw
mershak#happy,grandmaster,500,32%,euw
Ulbinus#EUW,grandmaster,500,48%,euw
darpgasptecavuz9#baba,grandmaster,500,100%,euw
FungoAmungo#FUNGI,grandmaster,500,43%,euw
xicor#369,grandmaster,369,48%,euw
silence#EUW7,grandmaster,500,44%,euw
Mecki#001,grandmaster,1,41%,euw
Harry Callahan#1337,grandmaster,500,46%,euw
M4K3R MONEY#EUW,grandmaster,500,37%,euw
TTV REDZirius#TTV,grandmaster,500,37%,euw
twtv taru641#01赎回,grandmaster,500,45%,euw
Davyyyy#EUW,grandmaster,500,39%,euw
FireAscept#1310,grandmaster,500,45%,euw
Freddo#SKETO,grandmaster,500,48%,euw
rivers and roads#rarrr,grandmaster,500,47%,euw
Nuno Mendes#2171,grandmaster,500,46%,euw
19helforca03#smurf,grandmaster,500,48%,euw
Isougui Youchi#real1,grandmaster,500,48%,euw
tr1cky#xoxo,grandmaster,500,46%,euw
Splash#0 1,grandmaster,1,39%,euw
Rilski#SAINT,grandmaster,500,48%,euw
sfvcxz#2612,grandmaster,500,43%,euw
Dhoni#EUW26,grandmaster,500,45%,euw
jin#dopa,grandmaster,500,36%,euw
Copycat#fou,grandmaster,500,47%,euw
WannaBeHappy#Birki,grandmaster,500,40%,euw
WO DIUUUUUUUUU#1026,grandmaster,500,47%,euw
Tr3zk#Lee,grandmaster,500,45%,euw
OrthoZero#Zac,grandmaster,500,45%,euw
Vertigo#4810,grandmaster,500,45%,euw
mursobaby#9999,grandmaster,500,45%,euw
KC PANDA#KCWIN,grandmaster,500,43%,euw
Shoei Barou#Asta,grandmaster,500,51%,euw
獾佐伊#11111,grandmaster,500,47%,euw
DREILIX#000,grandmaster,0,41%,euw
Night Calls#4571,grandmaster,500,43%,euw
BADGER ZZ #EUW,grandmaster,500,41%,euw
AliveShadow#snus,grandmaster,500,34%,euw
Shane Walsh#EU1,grandmaster,500,45%,euw
Warner#9928,grandmaster,500,49%,euw
WTF AM I PLAYING#cnszn,grandmaster,500,40%,euw
Eren Yeager#777z,grandmaster,500,49%,euw
rato#EUWE,grandmaster,500,36%,euw
Pamtroll#EUW,grandmaster,500,49%,euw
KANG LE CONQUE#RANT,grandmaster,500,44%,euw
SUNBURZ#ADC,grandmaster,500,48%,euw
Shaunna#CYP,grandmaster,500,41%,euw
Marty Hart#TD1,grandmaster,500,44%,euw
Prince Nunu#Nunu,grandmaster,500,46%,euw
Shinso#miaou,grandmaster,500,47%,euw
Bartoh#EUW,grandmaster,500,43%,euw
impressive#Μαζοη,grandmaster,500,42%,euw
Aeon Of Destruct#Ion,grandmaster,500,43%,euw
Skyrock007#ETHAN,grandmaster,500,27%,euw
Rexfleuch#EUW,grandmaster,500,49%,euw
Delightful Derek#2687,grandmaster,500,45%,euw
qaxzqaxzaqaxcvcx#EUW,grandmaster,500,31%,euw
Karlos#gnome,grandmaster,500,46%,euw
appaJx#WUE,grandmaster,500,45%,euw
Usan sama#z1v9,grandmaster,500,47%,euw
mrm#strgy,grandmaster,500,47%,euw
star zall#twtv,grandmaster,500,48%,euw
Rocks D Xebec#Rago,grandmaster,5,42%,euw
Sinmivak#777,grandmaster,777,40%,euw
Antoniopica05#TORTA,grandmaster,500,50%,euw
SSP sEnNy#1603,grandmaster,500,42%,euw
Хиневич#ведаю,grandmaster,500,44%,euw
Vaynix#JGL,grandmaster,500,40%,euw
luzak czilerman#maro,grandmaster,500,44%,euw
Goshuujinn#DOER,grandmaster,500,41%,euw
yep#222,grandmaster,222,42%,euw
oivallus#owa,grandmaster,500,39%,euw
FIZZKING#111,grandmaster,111,48%,euw
Ozziee#EUW,grandmaster,500,47%,euw
Eberechi Eze#COYGB,grandmaster,500,43%,euw
Lostboy#M31,grandmaster,500,46%,euw
Kekseres#tnjun,grandmaster,500,46%,euw
Jajaminagniata#Zgńot,grandmaster,500,27%,euw
Elix1r#ego,grandmaster,500,43%,euw
Clover#4242,grandmaster,500,51%,euw
Krystall#Keria,grandmaster,500,48%,euw
edru#asdf,grandmaster,500,46%,euw
